rowid,sampleid,age,gender
373,005634,fourties,female
374,128417,teens,male
375,083931,fourties,female
376,046569,seventies,female
377,108061,fifties,male
378,112028,fifties,female
379,008753,fourties,female
380,022622,twenties,female
381,030241,thirties,male
382,084011,teens,male
383,136566,fifties,male
384,143260,seventies,female
385,124760,sixties,male
386,130591,fourties,male
387,036269,seventies,female
388,122400,sixties,female
389,006933,seventies,female
390,135056,fifties,female
391,124823,thirties,female
392,112699,seventies,female
393,146194,thirties,female
394,148127,fourties,female
395,006970,fifties,male
396,011248,teens,female
397,129137,fourties,male
398,078469,teens,female
399,029507,seventies,male
400,094962,twenties,male
401,119104,fourties,male
402,131349,seventies,male
403,027871,teens,male
404,133977,thirties,male
405,045833,fifties,male
406,077619,fifties,male
407,118269,thirties,male
408,145165,sixties,female
409,093197,teens,female
410,071995,fifties,female
411,032196,twenties,female
412,133340,seventies,female
413,124334,fifties,male
414,007030,fourties,male
415,096564,teens,male
416,013259,sixties,female
417,046828,seventies,male
418,104246,twenties,female
419,103938,twenties,female
420,083160,teens,female
421,071730,thirties,female
422,028597,thirties,female
423,098639,teens,male
424,077144,twenties,female
425,142338,thirties,male
426,039227,thirties,male
427,080304,fourties,male
428,061936,twenties,female
429,014076,seventies,male
430,097262,thirties,female
431,050016,fourties,female
432,101325,fourties,male
433,080491,teens,female
434,010698,fourties,male
435,060909,teens,male
436,016158,thirties,male
437,085544,twenties,male
438,105132,teens,male
439,028229,fourties,female
440,109826,sixties,female
441,147967,twenties,female
442,084872,seventies,male
443,030695,fourties,male
444,084866,teens,female
445,115786,fourties,female
446,129310,fifties,male
447,122331,thirties,female
448,065857,fourties,female
449,031194,twenties,male
450,132333,sixties,female
451,089981,fifties,female
452,012526,fifties,male
453,058766,twenties,female
454,021290,teens,female
455,030547,fifties,male
456,137752,thirties,male
457,044942,fourties,female
458,021617,sixties,male
459,048582,thirties,female
460,022304,seventies,female
461,106470,seventies,female
462,143857,fourties,female
463,124787,twenties,female
464,057005,fifties,female
465,066496,teens,male
466,030574,seventies,male
467,072219,sixties,female
468,107617,fifties,female
469,125761,fifties,male
470,072196,seventies,male
471,145908,seventies,female
472,060384,fourties,male
473,141277,fourties,male
474,134767,fifties,male
475,097702,thirties,male
476,133653,teens,male
477,018186,fifties,female
478,145193,fifties,female
479,015200,sixties,male
480,120921,sixties,female
481,060123,sixties,female
482,084358,sixties,male
483,140959,fourties,female
484,058151,fourties,female
485,103321,seventies,male
486,032394,sixties,female
487,098365,fourties,female
488,146506,sixties,female
489,124368,thirties,female
490,102765,fifties,male
491,089690,fourties,male
492,068201,sixties,female
493,108291,fifties,male
494,066188,fourties,female
495,145109,teens,female
496,122200,thirties,female
497,083404,seventies,male
498,103278,seventies,male
499,027029,fifties,female
500,012975,sixties,male
501,123508,teens,male
502,136465,seventies,male
503,145551,fifties,female
504,099449,twenties,female
505,021137,seventies,male
506,077747,seventies,female
507,070035,fourties,female
508,020866,thirties,female
509,039847,twenties,female
510,086982,twenties,male
511,021865,sixties,female
512,053849,thirties,male
513,066474,teens,female
514,132935,twenties,male
515,063830,twenties,male
516,089793,fifties,male
517,062306,thirties,female
518,014535,teens,male
519,035382,fourties,female
520,136252,fourties,male
521,083240,fifties,male
522,068722,sixties,male
523,078058,teens,female
524,015616,fourties,female
525,083105,sixties,female
526,033807,twenties,male
527,141132,twenties,female
528,014961,thirties,female
529,027072,teens,female
530,094094,sixties,male
531,042598,fourties,male
532,146012,seventies,female
533,136962,fifties,female
534,000376,thirties,female
535,050315,teens,male
536,133620,fourties,male
537,013059,fifties,female
538,081022,teens,female
539,045252,thirties,female
540,077881,sixties,female
541,145957,seventies,male
542,067256,thirties,male
543,144545,sixties,male
544,075849,thirties,male
545,019698,teens,female
546,062149,fifties,male
547,114920,seventies,female
548,099540,fourties,female
549,012332,seventies,male
550,137930,teens,female
551,111846,fifties,female
552,020383,fourties,female
553,142063,fourties,female
554,016036,fourties,female
555,088206,twenties,female
556,046895,teens,male
557,119162,sixties,female
558,080953,thirties,male
559,084507,thirties,male
560,116642,fifties,male
561,141898,twenties,male
562,099699,fourties,female
563,032695,seventies,male
564,139687,sixties,male
565,091766,teens,male
566,068561,fourties,female
567,131930,twenties,female
568,010742,sixties,male
569,131976,fourties,male
570,091711,fourties,female
571,090191,seventies,female
572,092836,thirties,female
573,005906,thirties,male
574,004955,teens,male
575,130428,sixties,female
576,082550,thirties,female
577,058435,fourties,male
578,127983,teens,male
579,032947,fifties,female
580,018390,twenties,female
581,130293,sixties,male
582,057293,fifties,male
583,098006,fourties,female
584,031959,seventies,male
585,075280,teens,female
586,096161,fifties,male
587,021220,twenties,female
588,094589,sixties,male
589,018419,fifties,female
590,068994,fourties,male
591,080983,teens,female
592,140704,seventies,male
593,133451,seventies,male
594,117330,seventies,male
595,042722,fifties,male
596,030546,teens,male
597,103261,fifties,male
598,041350,fourties,female
599,125457,teens,female
600,063118,seventies,female
601,013911,fifties,male
602,122679,seventies,male
603,144442,seventies,male
604,085760,teens,female
605,105826,twenties,male
606,053929,fourties,female
607,072035,fifties,female
608,051379,fifties,male
609,020533,teens,female
610,119888,thirties,male
611,035371,fifties,female
612,008201,thirties,male
613,105240,fourties,male
614,134442,sixties,female
615,013241,fourties,male
616,135978,fifties,female
617,146406,fifties,female
618,123095,teens,female
619,062187,fourties,female
620,120991,teens,female
621,113066,sixties,female
622,049298,fifties,female
623,098497,seventies,female
624,028962,fifties,male
625,126901,twenties,male
626,123122,thirties,female
627,073809,seventies,female
628,078967,thirties,female
629,140692,thirties,male
630,050403,teens,male
631,077476,fourties,male
632,051652,twenties,male
633,093361,fourties,female
634,145152,teens,male
635,077998,fourties,male
636,112699,seventies,female
637,039172,thirties,male
638,135280,twenties,male
639,075864,fifties,male
640,113742,sixties,female
641,138404,fourties,male
642,051423,seventies,female
643,056915,fifties,male
644,147794,thirties,male
645,032236,thirties,female
646,089065,seventies,female
647,103237,fourties,male
648,133604,fourties,female
649,129753,twenties,male
650,136375,fourties,female
651,004357,thirties,male
652,014243,teens,female
653,046381,fourties,male
654,130379,fourties,female
655,046916,teens,female
656,001733,fifties,male
657,142148,teens,male
658,045194,teens,female
659,025792,seventies,male
660,108040,sixties,female
661,009037,sixties,female
662,134669,twenties,female
663,132675,sixties,female
664,103770,seventies,male
665,126997,thirties,female
666,031231,thirties,male
667,038907,twenties,male
668,086279,sixties,female
669,126045,teens,male
670,046601,seventies,male
671,109066,fourties,female
672,148313,twenties,female
673,127311,seventies,male
674,072477,twenties,male
675,128490,sixties,female
676,147086,fourties,female
677,089128,thirties,male
678,088097,twenties,male
679,112357,sixties,male
680,132454,teens,male
681,031809,teens,female
682,136996,twenties,female
683,121391,fourties,female
684,147024,fourties,male
685,097225,seventies,male
686,021400,seventies,male
687,146154,seventies,male
688,031127,twenties,male
689,132067,seventies,male
690,100865,twenties,male
691,129567,thirties,male
692,064491,teens,male
693,000347,seventies,male
694,095348,fifties,female
695,029713,seventies,male
696,119960,thirties,male
697,144798,twenties,male
698,026126,fifties,female
699,145669,fourties,male
700,052220,teens,male
701,020771,fifties,male
702,090397,teens,male
703,109433,sixties,female
704,058217,twenties,male
705,009838,thirties,male
706,131460,seventies,female
707,080636,fifties,female
708,054490,fifties,female
709,104724,fourties,male
710,078488,sixties,female
711,148036,fourties,male
712,105705,seventies,female
713,133016,twenties,female
714,053729,twenties,female
715,116854,sixties,female
716,118562,sixties,male
717,025164,thirties,male
718,016620,teens,female
719,068224,seventies,male
720,011303,seventies,male
721,078729,thirties,female
722,119134,twenties,female
723,147377,sixties,male
724,133175,sixties,female
725,051455,fourties,male
726,121306,fifties,male
727,117560,fifties,male
728,002381,seventies,male
729,031605,sixties,male
730,030824,thirties,female
731,051869,thirties,male
732,112986,fourties,male
733,103228,sixties,male
734,012419,fifties,male
735,026116,twenties,female
736,107125,sixties,female
737,134148,fifties,male
738,071242,thirties,female
739,083519,sixties,female
740,040164,thirties,female
741,042622,thirties,male
742,114740,twenties,male
743,033692,fourties,male
744,015617,sixties,female
745,011111,sixties,male
746,143909,sixties,female
747,138636,fifties,male
748,111522,twenties,male
749,059866,fifties,male
750,035275,fourties,female
751,120381,twenties,female
752,058378,sixties,female
753,065667,teens,female
754,015625,seventies,female
755,028068,twenties,male
756,117669,fifties,female
757,117877,twenties,male
758,042571,sixties,male
759,030499,fifties,male
760,070323,fourties,female
761,012364,fourties,male
762,147784,fifties,male
763,135656,fourties,male
764,081105,teens,male
765,107364,sixties,male
766,008022,fifties,male
767,075470,seventies,male
768,137879,seventies,female
769,089855,sixties,male
770,005326,fifties,female
771,054277,thirties,female
772,067889,twenties,female
773,126538,fifties,male
774,101008,teens,male
775,102323,teens,female
776,109883,fifties,female
777,095837,twenties,female
778,091100,sixties,male
779,017494,thirties,male
780,128074,seventies,male
781,053234,teens,male
782,116789,fourties,female
783,011957,fourties,female
784,091299,fifties,male
785,134711,sixties,female
786,104384,thirties,male
787,126185,sixties,female
788,082982,thirties,male
789,137659,fifties,female
790,112150,seventies,male
791,016906,fourties,male
792,114657,fifties,female
793,049727,fourties,female
794,049985,fifties,female
795,047094,thirties,female
796,123024,twenties,male
797,060070,fourties,male
798,014682,teens,male
799,061356,thirties,male
800,026869,fourties,male
801,102675,sixties,female
802,085032,fifties,female
803,115509,thirties,female
804,055155,sixties,male
805,057646,fifties,female
806,112388,twenties,male
807,003795,twenties,female
808,102928,thirties,female
809,124685,seventies,female
810,021212,sixties,male
811,029938,sixties,male
812,136833,sixties,female
813,011756,fifties,female
814,111553,teens,female
815,089917,teens,male
816,046707,sixties,male
817,086415,thirties,male
818,078303,seventies,female
819,099541,fourties,female
820,121122,thirties,female
821,085109,teens,male
822,066395,sixties,female
823,068691,thirties,male
824,013930,teens,male
825,031566,thirties,female
826,011159,thirties,male
827,069312,twenties,male
828,015633,seventies,male
829,064444,thirties,female
830,088449,teens,male
831,120793,seventies,female
832,093346,fifties,male
833,062571,fourties,male
834,132561,teens,female
835,075570,fourties,male
836,125636,seventies,male
837,025999,fifties,male
838,115358,seventies,male
839,078142,sixties,male
840,039896,seventies,male
841,106540,twenties,female
842,064668,teens,female
843,058371,twenties,male
844,015006,thirties,female
845,115495,seventies,male
846,084370,seventies,female
847,142536,teens,male
848,142666,thirties,female
849,036269,seventies,female
850,145275,fourties,male
851,061130,fourties,female
852,054328,seventies,male
853,100035,sixties,female
854,050809,sixties,male
855,048203,thirties,female
856,140421,seventies,female
857,103459,fourties,female
858,135709,fifties,male
859,137177,sixties,male
860,116792,sixties,male
861,008413,seventies,female
862,055386,fifties,female
863,145667,fourties,female
864,089773,twenties,female
865,082959,fourties,male
866,076263,fourties,male
867,104182,teens,female
868,074453,sixties,male
869,139622,thirties,male
870,052889,fourties,female
871,071568,sixties,female
872,045890,sixties,male
873,133475,seventies,female
874,111049,teens,male
875,024341,thirties,male
876,125348,fifties,male
877,089089,teens,male
878,112077,sixties,male
879,093288,seventies,female
880,003480,twenties,female
881,024033,thirties,female
882,135648,seventies,male
883,109186,fifties,male
884,136276,teens,female
885,006154,twenties,male
886,030186,fifties,female
887,110890,twenties,female
888,008852,fourties,male
889,093609,teens,female
890,076803,sixties,male
891,078661,twenties,male
892,144006,thirties,male
893,147405,teens,female
894,045367,sixties,male
895,007064,seventies,male
896,109352,seventies,female
897,145325,fourties,female
898,091753,thirties,female
899,082924,twenties,male
900,061938,twenties,female
901,075957,teens,male
902,106696,sixties,female
903,122219,sixties,male
904,105824,thirties,male
905,025948,twenties,female
906,130029,fourties,male
907,082125,fifties,female
908,103031,twenties,male
909,001091,sixties,female
910,014839,fourties,male
911,059826,seventies,female
912,112627,sixties,female
913,048174,fourties,female
914,103445,thirties,female
915,058419,teens,female
916,059126,twenties,male
917,047549,fifties,male
918,115166,fifties,female
919,072468,thirties,male
920,133046,fourties,male
921,111931,fourties,female
922,026682,teens,female
923,065331,teens,female
924,085152,seventies,female
925,079397,thirties,female
926,013984,fifties,male
927,106083,sixties,female
928,025907,fifties,female
929,076888,teens,female
930,002562,seventies,male
931,104859,twenties,female
932,101403,thirties,female
933,128790,sixties,male
934,109969,twenties,female
935,119707,thirties,male
936,029998,twenties,male
937,067265,fifties,male
938,029274,thirties,male
939,106470,seventies,female
940,113253,fourties,female
941,078287,twenties,female
942,104265,twenties,male
943,027774,sixties,female
944,144559,teens,female
945,006213,twenties,female
946,129365,sixties,male
947,148323,thirties,female
948,114177,seventies,male
949,075782,teens,male
950,146991,sixties,female
951,041685,sixties,male
952,086719,seventies,female
953,030843,twenties,female
954,089701,fifties,female
955,049795,fourties,female
956,096162,fifties,male
957,050695,twenties,female
958,028836,fifties,female
959,122036,thirties,male
960,107424,seventies,male
961,060375,teens,female
962,075732,thirties,female
963,055018,twenties,female
964,051368,fourties,male
965,126161,sixties,female
966,126624,seventies,female
967,100424,sixties,male
968,006568,thirties,female
969,054524,fourties,female
970,056478,fourties,female
971,126190,seventies,male
972,017027,teens,male
973,086412,seventies,female
974,070888,fourties,male
975,108897,fourties,female
976,059869,twenties,female
977,110348,twenties,male
978,080577,sixties,female
979,146406,fifties,female
980,043374,fourties,male
981,115651,seventies,female
982,108366,thirties,male
983,030953,teens,male
984,016746,fourties,male
985,013612,teens,female
986,117974,fourties,male
987,041318,fourties,male
988,092377,thirties,female
989,043772,teens,female
990,054982,teens,male
991,108384,sixties,female
992,144259,twenties,male
993,051669,seventies,male
994,089265,twenties,male
995,052926,seventies,female
996,078369,twenties,male
997,043762,fourties,male
998,008665,sixties,male
999,100474,teens,female
1000,137673,thirties,female
1001,025548,seventies,female
1002,117421,sixties,female
1003,101437,thirties,female
1004,050290,twenties,male
1005,086867,twenties,female
1006,032902,twenties,male
1007,085836,fifties,male
1008,074160,teens,male
1009,066928,thirties,female
1010,079692,thirties,female
1011,144474,thirties,male
1012,007350,teens,female
1013,104223,twenties,male
1014,036027,fourties,male
1015,062487,fifties,female
1016,142233,thirties,male
1017,042856,thirties,female
1018,072548,twenties,male
1019,048476,sixties,female
1020,027286,fourties,female
1021,106955,fourties,male
1022,087870,seventies,female
1023,054554,twenties,female
1024,063058,fifties,male
1025,113955,thirties,female
1026,117803,fourties,male
1027,081366,seventies,female
1028,112085,teens,female
1029,022434,fifties,male
1030,125855,sixties,female
1031,051959,teens,male
1032,005153,thirties,female
1033,111083,seventies,female
1034,147977,fifties,female
1035,001270,twenties,male
1036,034459,seventies,male
1037,080692,thirties,female
1038,001502,twenties,female
1039,131511,seventies,female
1040,100604,thirties,female
1041,003693,teens,male
1042,144355,fifties,male
1043,126613,thirties,female
1044,086656,thirties,female
1045,094148,sixties,male
1046,069864,fourties,female
1047,117754,teens,male
1048,126968,twenties,male
1049,070929,fifties,female
1050,002895,thirties,male
1051,117337,sixties,female
1052,035626,teens,male
1053,087306,seventies,male
1054,134793,twenties,male
1055,119702,teens,female
1056,007706,teens,male
1057,038981,fifties,male
1058,085566,fourties,female
1059,121820,seventies,male
1060,057792,thirties,male
1061,145305,fourties,female
1062,095726,fifties,male
1063,017425,thirties,male
1064,137196,teens,male
1065,108631,sixties,male
1066,067722,thirties,male
1067,075275,fifties,male
1068,123998,sixties,female
1069,001972,fifties,male
1070,018364,sixties,male
1071,126915,teens,female
1072,121122,thirties,female
1073,097088,twenties,female
1074,048160,teens,female
1075,037691,thirties,male
1076,091298,sixties,male
1077,020690,thirties,male
1078,120029,fifties,male
1079,022902,fifties,male
1080,044925,fifties,female
1081,024638,sixties,female
1082,067488,fourties,male
1083,009279,fifties,male
1084,119874,sixties,male
1085,070949,fifties,male
1086,060301,fourties,female
1087,130616,seventies,female
1088,110972,sixties,male
1089,010941,teens,male
1090,111420,fifties,female
1091,015241,sixties,male
1092,048417,thirties,female
1093,020749,fifties,female
1094,147766,twenties,male
1095,124640,fifties,female
1096,081011,sixties,male
1097,138342,sixties,female
1098,121864,fifties,female
1099,011688,fourties,male
1100,039507,sixties,female
1101,069655,seventies,female
1102,018875,fourties,female
1103,127650,fifties,male
1104,114511,fifties,female
1105,148335,seventies,female
1106,147574,sixties,female
1107,113058,fourties,female
1108,140271,teens,male
1109,023080,fifties,female
1110,065949,sixties,female
1111,065928,seventies,male
1112,053872,seventies,male
1113,011909,sixties,female
1114,000465,fourties,female
1115,053660,fifties,male
1116,033495,twenties,male
1117,084154,thirties,male
1118,114711,sixties,male
1119,105760,teens,male
1120,103617,fifties,female
1121,139353,thirties,female
1122,098345,fourties,female
1123,113983,thirties,male
1124,101664,fourties,female
1125,011909,sixties,female
1126,098650,twenties,female
1127,115846,fifties,male
1128,029167,twenties,male
1129,098419,teens,female
1130,069675,twenties,male
1131,110243,fourties,male
1132,027289,teens,male
1133,078626,seventies,female
1134,147631,fifties,male
1135,097523,seventies,female
1136,000599,twenties,male
1137,019531,seventies,female
1138,076163,twenties,female
1139,044422,twenties,male
1140,067069,thirties,female
1141,009870,seventies,female
1142,131460,seventies,female
1143,017108,teens,male
1144,007690,fifties,male
1145,047781,teens,female
1146,094466,seventies,male
1147,093360,seventies,male
1148,075260,teens,male
1149,110468,twenties,male
1150,147144,seventies,male
1151,044323,fifties,female
1152,142852,teens,male
1153,057392,seventies,female
1154,071031,teens,female
1155,102290,thirties,female
1156,111691,fourties,male
1157,138552,seventies,male
1158,037220,fifties,female
1159,027594,fourties,female
1160,139541,sixties,male
1161,075948,teens,male
1162,124279,seventies,female
1163,120537,thirties,female
1164,104667,fifties,male
1165,007315,thirties,female
1166,128005,fifties,male
1167,009233,thirties,female
1168,055178,sixties,female
1169,141313,teens,female
1170,117989,fifties,female
1171,111405,sixties,female
1172,133309,twenties,male
1173,019694,sixties,male
1174,048317,fourties,female
1175,077460,fourties,male
1176,096221,twenties,female
1177,033935,twenties,male
1178,023083,fifties,female
1179,077038,teens,female
1180,079942,sixties,female
1181,064429,fourties,male
1182,111531,seventies,female
1183,016510,thirties,male
1184,033973,fifties,female
1185,073597,fourties,female
1186,053756,seventies,female
1187,114440,thirties,female
1188,088512,fifties,male
1189,033984,fourties,female
1190,120389,twenties,male
1191,115670,fourties,female
1192,145256,teens,female
1193,028284,thirties,female
1194,113393,sixties,male
1195,105178,teens,female
1196,141124,thirties,female
1197,009943,twenties,female
1198,144736,fourties,female
1199,024216,fifties,male
1200,000675,seventies,male
1201,147675,teens,female
1202,075709,seventies,female
1203,098772,seventies,female
1204,097871,teens,female
1205,033774,teens,female
1206,007060,fourties,male
1207,061138,sixties,female
1208,054050,fourties,female
1209,127796,seventies,male
1210,001881,sixties,female
1211,047652,sixties,male
1212,110779,thirties,male
1213,068250,seventies,male
1214,066645,sixties,male
1215,015018,fifties,male
1216,006933,seventies,female
1217,062377,seventies,male
1218,082728,teens,female
1219,141151,seventies,male
1220,030806,fourties,female
1221,052123,seventies,female
1222,085303,thirties,female
1223,147166,fourties,female
1224,113325,twenties,female
1225,098566,seventies,male
1226,015752,fourties,male
1227,089615,sixties,female
1228,098497,seventies,female
1229,095531,seventies,male
1230,111083,seventies,female
1231,074903,sixties,female
1232,024590,sixties,female
1233,067255,sixties,female
1234,116291,fifties,male
1235,119946,thirties,male
1236,024714,seventies,male
1237,069655,seventies,female
1238,122279,fourties,male
1239,127092,teens,female
1240,135222,thirties,male
1241,103734,twenties,male
1242,097786,sixties,female
1243,089591,fifties,female
1244,033166,teens,male
1245,094222,sixties,male
1246,083503,seventies,female
1247,045583,fifties,male
1248,016896,seventies,male
1249,100299,fifties,male
1250,119640,twenties,female
1251,027772,fifties,male
1252,109055,sixties,male
1253,047522,thirties,female
1254,097718,thirties,female
1255,076132,fourties,male
1256,140803,fifties,male
1257,143361,fifties,male
1258,114920,seventies,female
1259,006213,twenties,female
1260,050014,teens,male
